rfid_uid,Book Number ,Title,Author ,Ed./Vol.,Publisher place,Publisher,Year,Page(s),Class No.,Programme/ Dicipline,,,,Withdrawn Date,Remarks,ISBN /ISSN,Subject,Text/Reference,"Depriciated value
(Till 01-04-2022)"
,B124,Higher Engineering Mathematics Vol -1,"Kachot, K R",11th,Ahmedabad , Mahajan Pub,2015,"xvi, 958 p.",510.2462 KAC,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B125,Higher Engineering Mathematics Vol -1,"Kachot, K R",11th,Ahmedabad , Mahajan Pub,2015,"xvi, 958 p.",510.2462 KAC,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B126,Higher Engineering Mathematics Vol -1,"Kachot, K R",11th,Ahmedabad , Mahajan Pub,2015,"xvi, 958 p.",510.2462 KAC,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B127,Higher Engineering Mathematics Vol -1,"Kachot, K R",11th,Ahmedabad , Mahajan Pub,2015,"xvi, 958 p.",510.2462 KAC,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B128,Higher Engineering Mathematics Vol -1,"Kachot, K R",11th,Ahmedabad , Mahajan Pub,2015,"xvi, 958 p.",510.2462 KAC,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B129,Differential Calculus,"Narayan, Shanti",7th,New Delhi, S. Chand,2015,xi; 572 p.,515.3 SHA,Mathematics,,,,,,9.7802E+12,Mathematics,,
,B130,Differential Calculus,"Narayan, Shanti",7th,New Delhi, S. Chand,2015,xi; 572 p.,515.3 SHA,Mathematics,,,,,,9.7802E+12,Mathematics,,
,B131,Differential Calculus,"Narayan, Shanti",7th,New Delhi, S. Chand,2015,xi; 572 p.,515.3 SHA,Mathematics,,,,,,9.7802E+12,Mathematics,,
,B132,Differential Calculus,"Narayan, Shanti",7th,New Delhi, S. Chand,2015,xi; 572 p.,515.3 SHA,Mathematics,,,,,,9.7802E+12,Mathematics,,
,B133,Differential Calculus,"Narayan, Shanti",7th,New Delhi, S. Chand,2015,xi; 572 p.,515.3 SHA,Mathematics,,,,,,9.7802E+12,Mathematics,,
,B134,Polymer Science,"Gowarikar, V R",,New Delhi, New Age Int,2015,ix; 395,668.9 GOW,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B135,Polymer Science,"Gowarikar, V R",,New Delhi, New Age Int,2015,ix; 395,668.9 GOW,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
AA2894C1,B136,Polymer Science,"Gowarikar, V R",,New Delhi, New Age Int,2015,ix; 395,668.9 GOW,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B137,Polymer Science,"Gowarikar, V R",,New Delhi, New Age Int,2015,ix; 395,668.9 GOW,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B138,Polymer Science,"Gowarikar, V R",,New Delhi, New Age Int,2015,ix; 395,668.9 GOW,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B139,Engineering Chemistry,Willey India Pvt. Ltd.,2nd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xxxiii; 1026,660 WIL,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B140,Engineering Chemistry,Willey India Pvt. Ltd.,2nd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xxxiii; 1026,660 WIL,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B141,Engineering Chemistry,Willey India Pvt. Ltd.,2nd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xxxiii; 1026,660 WIL,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B142,Engineering Chemistry,Willey India Pvt. Ltd.,2nd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xxxiii; 1026,660.2 WIL,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B143,Engineering Chemistry,Willey India Pvt. Ltd.,2nd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xxxiii; 1026,660 WIL,Chemistry (B.Sc),,,,,,9.78813E+12,Chemistry (B.Sc),,
,B144,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B145,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B146,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B147,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B148,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B149,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B150,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B151,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B152,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B153,Technical Communication : Principles and Practice,"Raman, Meenakshi",3rd,New Delhi, Oxford University PressPress,2015,xvi; 498 p.,658.45 RAM,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B154,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B155,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B156,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B157,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B158,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B159,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B160,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B161,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B162,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B163,Effective Technical Communication : A Guide for Scientists and Engineers,"Mitra, Barun K",1st,New Delhi, Oxford University PressPress,2015,vi; 224 p.,658.45 MIT,Soft & Technical Skills,,,,,,9.7802E+12,Soft & Technical Skills,,
,B164,Computer Fundamentals and Programming in C,"Deay, Pradip",2nd,New Delhi, Oxford University PressPress,2013,xv; 479 p.,005.133 DEY,Computer Engineering (B.Tech),,,,,,9.7802E+12,Computer Engineering (B.Tech),,
,B165,Applied Econometric Time Series,"Enders, Walter",3rd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2015,xiv; 517 p.,330.015915 END,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B166,Managerial Economics,"Samielson, William F",6th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2014,xix; 745 p.,330.6 SAM,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B167,International Economics : Trade and Finance,"Salvatore, Dominick",11th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2015,xxxix; 757 p.,330.1 SAL,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B168,Economics Theory and Practice,"Welch, Gerry F.",7th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2007,xiv; 544 p.,330 WEL,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B169,Macroeconomics Understanding the Wealth of Nations,"Miles, David",2nd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2011,xix; 610 p.,339 MIL,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B170,Economics of Strategy : International Student Version,"Besanko, David",6th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xx; 534 p.,658.4012 BES,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B171,Computer Concepts and C Programing,"Gupta, Vikas",,New Delhi, Dreamtech,2013,xviii; 622 p.,005.133 GUP,Computer Engineering (B.Tech),,,,,,9.78818E+12,Computer Engineering (B.Tech),,
,B172,Introduction to Econometrics,"Maddala, G S",4th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2012,xv; 634 p.,330.015915 MAD,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B173,Microeconomics,"Besanko, David",4th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xxiii; 792 p.,330.21 BES,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B174,Managerial Economics : Analysis - Problems - Cases,Truett & Truett,8th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2014,xxvi; 742 p.,330.1 TRU,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B175,Managerial Economics,"Singh, Jaswinder",,New Delhi, Dreamtech Press,2013,xx; 848 p.,330.6 SIN,Management (BBA),,,,,,9.78935E+12,Management (BBA),,
,B176,Riegel's Handbook of Industrial Chemistry,"Kent, James A",9th,New Delhi, CBS Pub.,1997,ix; 1288 p.,660 KEN,Chemistry (B.Sc),,,,,,8123905440,Chemistry (B.Sc),,
,B177,Riegel's Handbook of Industrial Chemistry,"Kent, James A",9th,New Delhi, CBS Pub.,1997,ix; 1288 p.,660 KEN,Chemistry (B.Sc),,,,,,8123905440,Chemistry (B.Sc),,
,B178,Riegel's Handbook of Industrial Chemistry,"Kent, James A",9th,New Delhi, CBS Pub.,1997,ix; 1288 p.,660 KEN,Chemistry (B.Sc),,,,,,8123905440,Chemistry (B.Sc),,
,B179,Heterogeneous Catalysis,"Chakrabarty, D. K",,New Delhi, New Age,2011,xii; 314 p.,660.2995 CHA,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B180,Heterogeneous Catalysis,"Chakrabarty, D. K",,New Delhi, New Age,2011,xii; 314 p.,660.2995 CHA,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B181,Heterogeneous Catalysis,"Chakrabarty, D. K",,New Delhi, New Age,2011,xii; 314 p.,660.2995 CHA,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B182,Heterogeneous Catalysis,"Chakrabarty, D. K",,New Delhi, New Age,2011,xii; 314 p.,660.2995 CHA,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B183,Heterogeneous Catalysis,"Chakrabarty, D. K",,New Delhi, New Age,2011,xii; 314 p.,660.2995 CHA,Chemistry (B.Sc),,,,,,9.78812E+12,Chemistry (B.Sc),,
,B184,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B185,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B186,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B187,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B188,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B189,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B190,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B191,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B192,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B193,Communication Skills for Engineers and Scientists,"Sharma, Sangeeta",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,xii; 354 p.,658.45 SHA,Soft & Technical Skills,,,,,,9.78812E+12,Soft & Technical Skills,,
,B194,Essential Mathematics for Economics and Business,"Bradley, Teresa",2nd,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2011,xvii; 637 p.,330.151 BRA,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B195,Microeconomics,"Besanko, David",4th,New Delhi, Willey India Pvt. Ltd. India Pvt. Ltd,2013,xxiii; 792 p.,330.21 BES,Management (BBA),,,,,,9.78813E+12,Management (BBA),,
,B196,Practical Organic Chemistry,"Raval, Hitesh G",1st,Ahmedabad , Nirav Prakashan,2012,338 p.,547 RAV,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B197,Practical Organic Chemistry,"Raval, Hitesh G",1st,Ahmedabad , Nirav Prakashan,2012,338 p.,547 RAV,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B198,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B199,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B200,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B201,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B202,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B203,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B204,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B205,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B206,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B207,Principles of Physical Chemistry,"Puri, B. R",,Ahmedabad , Vishal Publishing,2015,xii; 1362 p.,541.3 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B208,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B209,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B210,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B211,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B212,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B213,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B214,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B215,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B216,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B217,Principles of Inorganic Chemistry,"Puri, B. R",,Ahmedabad , Milestone Publishing,2015,xii; 1170 p.,546 PUR,Chemistry (B.Sc),,,,,,9.78938E+12,Chemistry (B.Sc),,
,B218,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B219,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B220,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B221,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B222,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B223,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B224,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B225,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B226,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B227,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B228,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B229,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B230,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B231,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B232,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B233,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B234,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B235,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B236,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B237,Calculus : Applied Mathematics for Engineering Series,"Shah, R C",8th,New Delhi, Book India,2015,"xiv, 550 p.",515 SHA,Mathematics,,,,,,9.78938E+12,Mathematics,,
,B238,Computer Programming in C,"Rajaraman, V.",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,viii; 363 p.,005.133 RAJ,Computer Engineering (B.Tech),,,,,,9.78812E+12,Computer Engineering (B.Tech),,
,B239,Computer Programming in C,"Rajaraman, V.",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,viii; 363 p.,005.133 RAJ,Computer Engineering (B.Tech),,,,,,9.78812E+12,Computer Engineering (B.Tech),,
,B240,Computer Programming in C,"Rajaraman, V.",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,viii; 363 p.,005.133 RAJ,Computer Engineering (B.Tech),,,,,,9.78812E+12,Computer Engineering (B.Tech),,
,B241,Computer Programming in C,"Rajaraman, V.",,New Delhi, PHI Learning Pvt. Ltd. Learning,2014,viii; 363 p.,005.133 RAJ,Computer Engineering (B.Tech),,,,,,9.78812E+12,Computer Engineering (B.Tech),,
